date;scenario;macro_categ;final_rate_service;duration_in_sec;pref_elic_duration_in_sec;recomm_duration_in_sec;number_interactions;has_user_perfermed_a_healthy_choice;nutri_score;fsa_score;id_dish_choice;user_constraints;proposal_random_1;proposal_random_2;proposal_random_3;proposal_random_4;proposal_random_5;number_skips;number_likes;all_dishes_shown_pref_elic;url_dishes_pairwise_comparisons;final_dish_not_chosen
24/06/2022 13:34:17;Scenario Textual;Dessert;4;66;15;15;6;True;C;7;http://allrecipes.com/recipe/chocolate-cake-iv/detail.aspx;;http://allrecipes.com/recipe/strawberry-peach-parfait/detail.aspx;http://allrecipes.com/recipe/lemon-bundt-cake/detail.aspx;http://allrecipes.com/recipe/mrs-siggs-peanut-butter-cookies/detail.aspx;http://allrecipes.com/recipe/rumford-sugar-cookies/detail.aspx;http://allrecipes.com/recipe/pudding-poke-cake/detail.aspx;0;5;http://allrecipes.com/recipe/strawberry-peach-parfait/detail.aspx,http://allrecipes.com/recipe/lemon-bundt-cake/detail.aspx,http://allrecipes.com/recipe/mrs-siggs-peanut-butter-cookies/detail.aspx,http://allrecipes.com/recipe/rumford-sugar-cookies/detail.aspx,http://allrecipes.com/recipe/pudding-poke-cake/detail.aspx;http://allrecipes.com/recipe/sugar-free-christmas-cutouts/detail.aspx - http://allrecipes.com/recipe/chocolate-cake-iv/detail.aspx;http://allrecipes.com/recipe/sugar-free-christmas-cutouts/detail.aspx
24/06/2022 14:29:07;Scenario Textual;Pasta;5;259;16;16;6;False;C;7;http://allrecipes.com/recipe/tonys-summer-pasta-2/detail.aspx;Diabetes;http://allrecipes.com/recipe/3-cheese-eggplant-lasagna/detail.aspx;http://allrecipes.com/recipe/peppered-bacon-and-tomato-linguine/detail.aspx;http://allrecipes.com/recipe/rigatoni-surprise/detail.aspx;http://allrecipes.com/recipe/zucchini-alfredo/detail.aspx;http://allrecipes.com/recipe/pattys-pasta-salad/detail.aspx;0;5;http://allrecipes.com/recipe/3-cheese-eggplant-lasagna/detail.aspx,http://allrecipes.com/recipe/peppered-bacon-and-tomato-linguine/detail.aspx,http://allrecipes.com/recipe/rigatoni-surprise/detail.aspx,http://allrecipes.com/recipe/zucchini-alfredo/detail.aspx,http://allrecipes.com/recipe/pattys-pasta-salad/detail.aspx;http://allrecipes.com/recipe/tonys-summer-pasta-2/detail.aspx - http://allrecipes.com/recipe/herbed-chicken-pasta/detail.aspx;http://allrecipes.com/recipe/herbed-chicken-pasta/detail.aspx
24/06/2022 14:35:18;Scenario Textual;Salad;5;98;16;10;6;True;A;4;http://allrecipes.com/recipe/zesty-garden-salad/detail.aspx;Seafood;http://allrecipes.com/recipe/aw-some-coleslaw/detail.aspx;http://allrecipes.com/recipe/busy-day-lunch-salad/detail.aspx;http://allrecipes.com/recipe/cool-cucumber-salad-2/detail.aspx;http://allrecipes.com/recipe/twenty-four-hour-layered-salad/detail.aspx;http://allrecipes.com/recipe/simplistic-pepper-salad/detail.aspx;0;5;http://allrecipes.com/recipe/aw-some-coleslaw/detail.aspx,http://allrecipes.com/recipe/busy-day-lunch-salad/detail.aspx,http://allrecipes.com/recipe/cool-cucumber-salad-2/detail.aspx,http://allrecipes.com/recipe/twenty-four-hour-layered-salad/detail.aspx,http://allrecipes.com/recipe/simplistic-pepper-salad/detail.aspx;http://allrecipes.com/recipe/grandmothers-sour-cream-cucumber-salad/detail.aspx - http://allrecipes.com/recipe/zesty-garden-salad/detail.aspx;http://allrecipes.com/recipe/grandmothers-sour-cream-cucumber-salad/detail.aspx
24/06/2022 14:37:01;Scenario Textual;Snack;5;79;21;6;6;False;D;8;http://allrecipes.com/recipe/mexican-spinach-dip/detail.aspx;coke;http://allrecipes.com/recipe/tortilla-rollups/detail.aspx;http://allrecipes.com/recipe/easy-mini-bagel-pizzas/detail.aspx;http://allrecipes.com/recipe/erins-pico-de-gallo/detail.aspx;http://allrecipes.com/recipe/robeys-blue-crab-deviled-eggs/detail.aspx;http://allrecipes.com/recipe/stuffed-sourdough-loaf/detail.aspx;3;5;http://allrecipes.com/recipe/baked-cheese-spread/detail.aspx,http://allrecipes.com/recipe/tortilla-rollups/detail.aspx,http://allrecipes.com/recipe/easy-mini-bagel-pizzas/detail.aspx,http://allrecipes.com/recipe/sweet-potato-sage-balls/detail.aspx,http://allrecipes.com/recipe/erins-pico-de-gallo/detail.aspx,http://allrecipes.com/recipe/easy-corn-fritters/detail.aspx,http://allrecipes.com/recipe/robeys-blue-crab-deviled-eggs/detail.aspx,http://allrecipes.com/recipe/stuffed-sourdough-loaf/detail.aspx;http://allrecipes.com/recipe/mexican-spinach-dip/detail.aspx - http://allrecipes.com/recipe/carolina-fish-cakes/detail.aspx;http://allrecipes.com/recipe/carolina-fish-cakes/detail.aspx
24/06/2022 14:37:10;Scenario Textual;Dessert;2;170;96;23;6;False;D;10;http://allrecipes.com/recipe/chef-johns-chocolate-lava-cake/detail.aspx;;http://allrecipes.com/recipe/cheesecake-topped-brownies/detail.aspx;http://allrecipes.com/recipe/lemon-delight-2/detail.aspx;http://allrecipes.com/recipe/chocolate-eclair-cake/detail.aspx;http://allrecipes.com/recipe/applesauce-brownies-ii/detail.aspx;http://allrecipes.com/recipe/chocolate-truffle-cookies/detail.aspx;10;5;http://allrecipes.com/recipe/munn-cookies/detail.aspx,http://allrecipes.com/recipe/best-ever-rugelach/detail.aspx,http://allrecipes.com/recipe/apricot-brandy-and-peach-schnapps-pound-cake/detail.aspx,http://allrecipes.com/recipe/rocky-road-turtles-cake/detail.aspx,http://allrecipes.com/recipe/scottish-gingerbread/detail.aspx,http://allrecipes.com/recipe/cheesecake-topped-brownies/detail.aspx,http://allrecipes.com/recipe/coconut-chocolate-cake-i/detail.aspx,http://allrecipes.com/recipe/lemon-delight-2/detail.aspx,http://allrecipes.com/recipe/irish-flag-cookies/detail.aspx,http://allrecipes.com/recipe/apricot-and-peach-fried-pies/detail.aspx,http://allrecipes.com/recipe/chocolate-eclair-cake/detail.aspx,http://allrecipes.com/recipe/applesauce-brownies-ii/detail.aspx,http://allrecipes.com/recipe/butter-mochi-cake/detail.aspx,http://allrecipes.com/recipe/cinnamon-apple-quesadillas/detail.aspx,http://allrecipes.com/recipe/chocolate-truffle-cookies/detail.aspx;http://allrecipes.com/recipe/chef-johns-chocolate-lava-cake/detail.aspx - http://allrecipes.com/recipe/chocolate-cake-iv/detail.aspx;http://allrecipes.com/recipe/chocolate-cake-iv/detail.aspx
24/06/2022 14:42:18;Scenario Textual;Pasta;5;96;37;22;6;True;A;4;http://allrecipes.com/recipe/nicoles-chicken-pasta/detail.aspx;Lactose;http://allrecipes.com/recipe/quick-creamy-spinach-and-tomato-pasta/detail.aspx;http://allrecipes.com/recipe/brooklyn-girls-penne-arrabiata/detail.aspx;http://allrecipes.com/recipe/slumgullion-2/detail.aspx;http://allrecipes.com/recipe/barbeque-chicken-pasta-salad/detail.aspx;http://allrecipes.com/recipe/pasta-with-vegetables/detail.aspx;1;5;http://allrecipes.com/recipe/quick-creamy-spinach-and-tomato-pasta/detail.aspx,http://allrecipes.com/recipe/brooklyn-girls-penne-arrabiata/detail.aspx,http://allrecipes.com/recipe/island-style-linguine/detail.aspx,http://allrecipes.com/recipe/slumgullion-2/detail.aspx,http://allrecipes.com/recipe/barbeque-chicken-pasta-salad/detail.aspx,http://allrecipes.com/recipe/pasta-with-vegetables/detail.aspx;http://allrecipes.com/recipe/quick-pasta-sauce/detail.aspx - http://allrecipes.com/recipe/nicoles-chicken-pasta/detail.aspx;http://allrecipes.com/recipe/quick-pasta-sauce/detail.aspx
24/06/2022 14:42:52;Scenario Textual;Dessert;1;93;17;27;6;True;D;6;http://allrecipes.com/recipe/candied-flowers/detail.aspx;Meat;http://allrecipes.com/recipe/taffy-apple-salad-iv/detail.aspx;http://allrecipes.com/recipe/dead-bones-lossa-morte/detail.aspx;http://allrecipes.com/recipe/eskimo-cookies/detail.aspx;http://allrecipes.com/recipe/flourless-peanut-butter-cookies/detail.aspx;http://allrecipes.com/recipe/sweet-potato-brownies/detail.aspx;0;5;http://allrecipes.com/recipe/taffy-apple-salad-iv/detail.aspx,http://allrecipes.com/recipe/dead-bones-lossa-morte/detail.aspx,http://allrecipes.com/recipe/eskimo-cookies/detail.aspx,http://allrecipes.com/recipe/flourless-peanut-butter-cookies/detail.aspx,http://allrecipes.com/recipe/sweet-potato-brownies/detail.aspx;http://allrecipes.com/recipe/chewy-peanut-butter-strips/detail.aspx - http://allrecipes.com/recipe/candied-flowers/detail.aspx;http://allrecipes.com/recipe/chewy-peanut-butter-strips/detail.aspx
24/06/2022 14:43:25;Scenario Textual;Pasta;4;145;41;32;6;False;D;9;http://allrecipes.com/recipe/prosciutto-parmesan-pasta/detail.aspx;fried food,Reflux;http://allrecipes.com/recipe/ziti-with-tomato-pesto-sauce/detail.aspx;http://allrecipes.com/recipe/angelas-alfredo-ham/detail.aspx;http://allrecipes.com/recipe/penne-with-ham-and-parmesan/detail.aspx;http://allrecipes.com/recipe/layered-spinach-mostaccioli/detail.aspx;http://allrecipes.com/recipe/swiss-cheese-noodle-bake/detail.aspx;5;5;http://allrecipes.com/recipe/sharktooth-pasta/detail.aspx,http://allrecipes.com/recipe/ziti-with-tomato-pesto-sauce/detail.aspx,http://allrecipes.com/recipe/angelas-alfredo-ham/detail.aspx,http://allrecipes.com/recipe/penne-with-ham-and-parmesan/detail.aspx,http://allrecipes.com/recipe/tuna-mac/detail.aspx,http://allrecipes.com/recipe/reheating-pasta/detail.aspx,http://allrecipes.com/recipe/layered-spinach-mostaccioli/detail.aspx,http://allrecipes.com/recipe/fettuccine-alfredo-with-ham/detail.aspx,http://allrecipes.com/recipe/cheater-baked-ziti/detail.aspx,http://allrecipes.com/recipe/swiss-cheese-noodle-bake/detail.aspx;http://allrecipes.com/recipe/prosciutto-parmesan-pasta/detail.aspx - http://allrecipes.com/recipe/vegetarian-slow-cooker-meal/detail.aspx;http://allrecipes.com/recipe/vegetarian-slow-cooker-meal/detail.aspx
24/06/2022 14:45:30;Scenario Textual;Pasta;4;123;40;21;6;True;A;5;http://allrecipes.com/recipe/vegan-lasagna-i/detail.aspx;;http://allrecipes.com/recipe/chicken-and-broccoli-pasta/detail.aspx;http://allrecipes.com/recipe/donnas-lasagna/detail.aspx;http://allrecipes.com/recipe/spicy-shrimp-in-cream-sauce/detail.aspx;http://allrecipes.com/recipe/spinach-and-tortellini-salad/detail.aspx;http://allrecipes.com/recipe/ambers-penne-alla-vodka/detail.aspx;9;5;http://allrecipes.com/recipe/rainbow-pasta-salad-i/detail.aspx,http://allrecipes.com/recipe/spinach-and-pasta-shells/detail.aspx,http://allrecipes.com/recipe/beefy-cheesy-pasta/detail.aspx,http://allrecipes.com/recipe/chicken-and-broccoli-pasta/detail.aspx,http://allrecipes.com/recipe/donnas-lasagna/detail.aspx,http://allrecipes.com/recipe/sloppy-joe-spaghetti/detail.aspx,http://allrecipes.com/recipe/group-effort-pasta/detail.aspx,http://allrecipes.com/recipe/cascadia-fideua/detail.aspx,http://allrecipes.com/recipe/spicy-shrimp-in-cream-sauce/detail.aspx,http://allrecipes.com/recipe/easiest-homestyle-macaroni-and-cheese/detail.aspx,http://allrecipes.com/recipe/jims-birthday-pasta-salad/detail.aspx,http://allrecipes.com/recipe/spinach-and-tortellini-salad/detail.aspx,http://allrecipes.com/recipe/green-bean-orzo-pasta/detail.aspx,http://allrecipes.com/recipe/ambers-penne-alla-vodka/detail.aspx;http://allrecipes.com/recipe/tomato-vodka-sauce/detail.aspx - http://allrecipes.com/recipe/vegan-lasagna-i/detail.aspx;http://allrecipes.com/recipe/tomato-vodka-sauce/detail.aspx
24/06/2022 14:45:47;Scenario Textual;Pasta;3;56;19;10;6;False;A;6;http://allrecipes.com/recipe/quick-pasta-sauce/detail.aspx;Alcohol;http://allrecipes.com/recipe/bolognese-sauce-with-meat/detail.aspx;http://allrecipes.com/recipe/sesame-noodles/detail.aspx;http://allrecipes.com/recipe/tomato-cream-sauce-for-pasta/detail.aspx;http://allrecipes.com/recipe/syrian-spaghetti/detail.aspx;http://allrecipes.com/recipe/creamy-pesto-sauce/detail.aspx;0;5;http://allrecipes.com/recipe/bolognese-sauce-with-meat/detail.aspx,http://allrecipes.com/recipe/sesame-noodles/detail.aspx,http://allrecipes.com/recipe/tomato-cream-sauce-for-pasta/detail.aspx,http://allrecipes.com/recipe/syrian-spaghetti/detail.aspx,http://allrecipes.com/recipe/creamy-pesto-sauce/detail.aspx;http://allrecipes.com/recipe/quick-pasta-sauce/detail.aspx - http://allrecipes.com/recipe/tomato-and-basil-pasta-sauce/detail.aspx;http://allrecipes.com/recipe/tomato-and-basil-pasta-sauce/detail.aspx
24/06/2022 14:46:39;Scenario Textual;Pasta;5;97;18;8;6;False;D;9;http://allrecipes.com/recipe/slow-cooker-macaroni-and-cheese-ii/detail.aspx;/noconstraint,Meat;http://allrecipes.com/recipe/south-of-the-border-mac-and-cheese/detail.aspx;http://allrecipes.com/recipe/southern-macaroni-and-cheese-pie/detail.aspx;http://allrecipes.com/recipe/syrian-spaghetti/detail.aspx;http://allrecipes.com/recipe/ziti-and-eggplant/detail.aspx;http://allrecipes.com/recipe/spinach-mushroom-and-ricotta-fettuccine/detail.aspx;0;5;http://allrecipes.com/recipe/south-of-the-border-mac-and-cheese/detail.aspx,http://allrecipes.com/recipe/southern-macaroni-and-cheese-pie/detail.aspx,http://allrecipes.com/recipe/syrian-spaghetti/detail.aspx,http://allrecipes.com/recipe/ziti-and-eggplant/detail.aspx,http://allrecipes.com/recipe/spinach-mushroom-and-ricotta-fettuccine/detail.aspx;http://allrecipes.com/recipe/slow-cooker-macaroni-and-cheese-ii/detail.aspx - http://allrecipes.com/recipe/lisas-lasagne/detail.aspx;http://allrecipes.com/recipe/lisas-lasagne/detail.aspx
24/06/2022 14:48:11;Scenario Textual;Pasta;5;79;24;24;6;True;A;4;http://allrecipes.com/recipe/pasta-primavera-with-smoked-gouda/detail.aspx;;http://allrecipes.com/recipe/ziti-and-eggplant/detail.aspx;http://allrecipes.com/recipe/chicken-lasagna-iv/detail.aspx;http://allrecipes.com/recipe/pizza-shells/detail.aspx;http://allrecipes.com/recipe/pasta-in-vodka-sauce/detail.aspx;http://allrecipes.com/recipe/barbeque-chicken-pasta-salad/detail.aspx;2;5;http://allrecipes.com/recipe/ziti-and-eggplant/detail.aspx,http://allrecipes.com/recipe/chicken-lasagna-iv/detail.aspx,http://allrecipes.com/recipe/pizza-shells/detail.aspx,http://allrecipes.com/recipe/baked-spaghetti-squash-lasagna-style/detail.aspx,http://allrecipes.com/recipe/pasta-in-vodka-sauce/detail.aspx,http://allrecipes.com/recipe/noodles-and-eggs/detail.aspx,http://allrecipes.com/recipe/barbeque-chicken-pasta-salad/detail.aspx;http://allrecipes.com/recipe/chicken-and-broccoli-pasta/detail.aspx - http://allrecipes.com/recipe/pasta-primavera-with-smoked-gouda/detail.aspx;http://allrecipes.com/recipe/chicken-and-broccoli-pasta/detail.aspx
24/06/2022 14:48:35;Scenario Textual;Dessert;5;34;11;5;6;True;B;5;http://allrecipes.com/recipe/peaches-and-cream-pudding-2/detail.aspx;;http://allrecipes.com/recipe/pineapple-carrot-quick-bread/detail.aspx;http://allrecipes.com/recipe/pumpkin-pie-ii-2/detail.aspx;http://allrecipes.com/recipe/huckleberry-peach-cobbler/detail.aspx;http://allrecipes.com/recipe/safta-miriams-passover-seven-layer-cake/detail.aspx;http://allrecipes.com/recipe/sacher-torte/detail.aspx;1;5;http://allrecipes.com/recipe/pineapple-carrot-quick-bread/detail.aspx,http://allrecipes.com/recipe/pumpkin-pie-ii-2/detail.aspx,http://allrecipes.com/recipe/huckleberry-peach-cobbler/detail.aspx,http://allrecipes.com/recipe/safta-miriams-passover-seven-layer-cake/detail.aspx,http://allrecipes.com/recipe/pasticiotti/detail.aspx,http://allrecipes.com/recipe/sacher-torte/detail.aspx;http://allrecipes.com/recipe/saras-pumpkin-pie/detail.aspx - http://allrecipes.com/recipe/peaches-and-cream-pudding-2/detail.aspx;http://allrecipes.com/recipe/saras-pumpkin-pie/detail.aspx
24/06/2022 14:52:12;Scenario Textual;Snack;4;203;143;10;6;False;B;7;http://allrecipes.com/recipe/deviled-eggs/detail.aspx;Meat;http://allrecipes.com/recipe/mother-in-law-eggs/detail.aspx;http://allrecipes.com/recipe/pumpkin-granola-bars/detail.aspx;http://allrecipes.com/recipe/deviled-eggs-ii/detail.aspx;http://allrecipes.com/recipe/gluten-free-granola-bars/detail.aspx;http://allrecipes.com/recipe/snack-crackers/detail.aspx;22;5;http://allrecipes.com/recipe/roasted-dates-stuffed-with-pine-nuts-in-honey/detail.aspx,http://allrecipes.com/recipe/summer-vegetable-and-goat-cheese-galettes/detail.aspx,http://allrecipes.com/recipe/baked-crab-and-artichoke-dip/detail.aspx,http://allrecipes.com/recipe/crab-with-stilton-cheese/detail.aspx,http://allrecipes.com/recipe/albuquerque-delight/detail.aspx,http://allrecipes.com/recipe/big-game-heroux-dip/detail.aspx,http://allrecipes.com/recipe/petit-toasts-with-brie-fig-and-thyme/detail.aspx,http://allrecipes.com/recipe/mother-in-law-eggs/detail.aspx,http://allrecipes.com/recipe/pumpkin-granola-bars/detail.aspx,http://allrecipes.com/recipe/grilled-bell-peppers-with-goat-cheese/detail.aspx,http://allrecipes.com/recipe/olive-dip/detail.aspx,http://allrecipes.com/recipe/creamy-ricotta-spread/detail.aspx,http://allrecipes.com/recipe/deviled-eggs-ii/detail.aspx,http://allrecipes.com/recipe/nuts-and-bolts-party-mix/detail.aspx,http://allrecipes.com/recipe/easy-onion-garlic-spread/detail.aspx,http://allrecipes.com/recipe/parmesan-baskets/detail.aspx,http://allrecipes.com/recipe/fruity-cream-cheese-spread/detail.aspx,http://allrecipes.com/recipe/gluten-free-granola-bars/detail.aspx,http://allrecipes.com/recipe/football-cheese-ball/detail.aspx,http://allrecipes.com/recipe/baked-cream-cheese-wontons/detail.aspx,http://allrecipes.com/recipe/cold-veggie-squares/detail.aspx,http://allrecipes.com/recipe/pizza-rolls/detail.aspx,http://allrecipes.com/recipe/snack-crackers/detail.aspx;http://allrecipes.com/recipe/deviled-eggs/detail.aspx - http://allrecipes.com/recipe/kens-perfect-hard-boiled-egg-and-i-mean-perfect/detail.aspx;http://allrecipes.com/recipe/kens-perfect-hard-boiled-egg-and-i-mean-perfect/detail.aspx
24/06/2022 14:57:16;Scenario Textual;Pasta;5;168;27;109;9;False;B;7;http://allrecipes.com/recipe/baked-ravioli/detail.aspx;Meat,Alcohol;http://allrecipes.com/recipe/antipasto-salad/detail.aspx;http://allrecipes.com/recipe/ziti-and-eggplant/detail.aspx;http://allrecipes.com/recipe/polish-style-lasagna/detail.aspx;http://allrecipes.com/recipe/angels-ravioli-alfredo-with-mushrooms/detail.aspx;http://allrecipes.com/recipe/perfectly-pasta-salad/detail.aspx;2;5;http://allrecipes.com/recipe/antipasto-salad/detail.aspx,http://allrecipes.com/recipe/ziti-and-eggplant/detail.aspx,http://allrecipes.com/recipe/noodle-pudding/detail.aspx,http://allrecipes.com/recipe/lisas-lasagne/detail.aspx,http://allrecipes.com/recipe/polish-style-lasagna/detail.aspx,http://allrecipes.com/recipe/angels-ravioli-alfredo-with-mushrooms/detail.aspx,http://allrecipes.com/recipe/perfectly-pasta-salad/detail.aspx;http://allrecipes.com/recipe/baked-ravioli/detail.aspx - http://allrecipes.com/recipe/pasta-salad-i/detail.aspx;http://allrecipes.com/recipe/pasta-salad-i/detail.aspx
24/06/2022 15:05:24;Scenario Textual;Snack;3;188;32;95;6;False;B;7;http://allrecipes.com/recipe/taco-dip/detail.aspx;;http://allrecipes.com/recipe/beef-and-salsa-dip/detail.aspx;http://allrecipes.com/recipe/amazing-shrimp-stuffed-mushrooms/detail.aspx;http://allrecipes.com/recipe/sugar-spiced-almonds-2/detail.aspx;http://allrecipes.com/recipe/no-bake-protein-bars/detail.aspx;http://allrecipes.com/recipe/daryls-mexican-dip/detail.aspx;3;5;http://allrecipes.com/recipe/huevos-endiablados/detail.aspx,http://allrecipes.com/recipe/chinese-firecrackers-2/detail.aspx,http://allrecipes.com/recipe/easy-onion-garlic-spread/detail.aspx,http://allrecipes.com/recipe/beef-and-salsa-dip/detail.aspx,http://allrecipes.com/recipe/amazing-shrimp-stuffed-mushrooms/detail.aspx,http://allrecipes.com/recipe/sugar-spiced-almonds-2/detail.aspx,http://allrecipes.com/recipe/no-bake-protein-bars/detail.aspx,http://allrecipes.com/recipe/daryls-mexican-dip/detail.aspx;http://allrecipes.com/recipe/taco-dip/detail.aspx - http://allrecipes.com/recipe/blt-on-a-stick/detail.aspx;http://allrecipes.com/recipe/blt-on-a-stick/detail.aspx
24/06/2022 15:14:35;Scenario Textual;Salad;4;101;31;26;6;True;A;4;http://allrecipes.com/recipe/moroccan-lentil-salad/detail.aspx;none,Cholesterolemia;http://allrecipes.com/recipe/taco-salad-with-spinach/detail.aspx;http://allrecipes.com/recipe/carrot-salad-with-ginger/detail.aspx;http://allrecipes.com/recipe/asparagus-and-mandarin-orange-salad/detail.aspx;http://allrecipes.com/recipe/outrageously-good-holiday-salad/detail.aspx;http://allrecipes.com/recipe/boy-oh-boy-black-bean-salad/detail.aspx;3;5;http://allrecipes.com/recipe/taco-salad-with-spinach/detail.aspx,http://allrecipes.com/recipe/authentic-lebanese-fattoush/detail.aspx,http://allrecipes.com/recipe/bennos-bacon-potato-salad/detail.aspx,http://allrecipes.com/recipe/carrot-salad-with-ginger/detail.aspx,http://allrecipes.com/recipe/asparagus-and-mandarin-orange-salad/detail.aspx,http://allrecipes.com/recipe/outrageously-good-holiday-salad/detail.aspx,http://allrecipes.com/recipe/iranian--persian-salad-shirazi/detail.aspx,http://allrecipes.com/recipe/boy-oh-boy-black-bean-salad/detail.aspx;http://allrecipes.com/recipe/corn-tomato-salad/detail.aspx - http://allrecipes.com/recipe/moroccan-lentil-salad/detail.aspx;http://allrecipes.com/recipe/corn-tomato-salad/detail.aspx
24/06/2022 15:16:36;Scenario Textual;Pasta;4;126;40;39;6;True;A;5;http://allrecipes.com/recipe/lisas-lasagne/detail.aspx;;http://allrecipes.com/recipe/asian-noodle-salad/detail.aspx;http://allrecipes.com/recipe/pasta-primavera-with-smoked-gouda/detail.aspx;http://allrecipes.com/recipe/creamy-macaroni-salad/detail.aspx;http://allrecipes.com/recipe/vincentes-macaroni-and-cheese/detail.aspx;http://allrecipes.com/recipe/veggie-lo-mein/detail.aspx;3;5;http://allrecipes.com/recipe/antipasto-salad/detail.aspx,http://allrecipes.com/recipe/asian-noodle-salad/detail.aspx,http://allrecipes.com/recipe/spinach-and-tomato-rotini/detail.aspx,http://allrecipes.com/recipe/pasta-primavera-with-smoked-gouda/detail.aspx,http://allrecipes.com/recipe/clams-and-sausage-in-spicy-marinara-with-crostini/detail.aspx,http://allrecipes.com/recipe/creamy-macaroni-salad/detail.aspx,http://allrecipes.com/recipe/vincentes-macaroni-and-cheese/detail.aspx,http://allrecipes.com/recipe/veggie-lo-mein/detail.aspx;http://allrecipes.com/recipe/soupier-mac-and-cheese/detail.aspx - http://allrecipes.com/recipe/lisas-lasagne/detail.aspx;http://allrecipes.com/recipe/soupier-mac-and-cheese/detail.aspx
24/06/2022 15:22:15;Scenario Textual;Pasta;4;98;29;32;7;True;A;5;http://allrecipes.com/recipe/mac-and-cheese-i/detail.aspx;onions,Reflux;http://allrecipes.com/recipe/prosciutto-parmesan-pasta/detail.aspx;http://allrecipes.com/recipe/manicotti-ii/detail.aspx;http://allrecipes.com/recipe/baked-spaghetti-casserole/detail.aspx;http://allrecipes.com/recipe/mac-and-cheese-bake/detail.aspx;http://allrecipes.com/recipe/simple-chicken-and-noodles/detail.aspx;3;5;http://allrecipes.com/recipe/spaghetti-salad-ii-2/detail.aspx,http://allrecipes.com/recipe/prosciutto-parmesan-pasta/detail.aspx,http://allrecipes.com/recipe/manicotti-ii/detail.aspx,http://allrecipes.com/recipe/swiss-cheese-noodle-bake/detail.aspx,http://allrecipes.com/recipe/baked-spaghetti-casserole/detail.aspx,http://allrecipes.com/recipe/mac-and-cheese-bake/detail.aspx,http://allrecipes.com/recipe/layered-spinach-mostaccioli/detail.aspx,http://allrecipes.com/recipe/simple-chicken-and-noodles/detail.aspx;http://allrecipes.com/recipe/sausage-and-zucchini-lasagna/detail.aspx - http://allrecipes.com/recipe/eggplant-rollatini/detail.aspx,http://allrecipes.com/recipe/eggplant-rollatini/detail.aspx - http://allrecipes.com/recipe/mac-and-cheese-i/detail.aspx;http://allrecipes.com/recipe/eggplant-rollatini/detail.aspx
24/06/2022 15:39:41;Scenario Textual;Snack;4;98;16;43;7;True;A;5;http://allrecipes.com/recipe/easter-deviled-eggs/detail.aspx;Seafood;http://allrecipes.com/recipe/southern-style-deviled-eggs/detail.aspx;http://allrecipes.com/recipe/new-years-eve-chicken-wings/detail.aspx;http://allrecipes.com/recipe/quick-and-easy-savory-garlic-spread/detail.aspx;http://allrecipes.com/recipe/hanky-panky/detail.aspx;http://allrecipes.com/recipe/pear-pockets/detail.aspx;0;5;http://allrecipes.com/recipe/southern-style-deviled-eggs/detail.aspx,http://allrecipes.com/recipe/new-years-eve-chicken-wings/detail.aspx,http://allrecipes.com/recipe/quick-and-easy-savory-garlic-spread/detail.aspx,http://allrecipes.com/recipe/hanky-panky/detail.aspx,http://allrecipes.com/recipe/pear-pockets/detail.aspx;http://allrecipes.com/recipe/chef-johns-cheesy-crackers/detail.aspx - http://allrecipes.com/recipe/easter-deviled-eggs/detail.aspx;http://allrecipes.com/recipe/chef-johns-cheesy-crackers/detail.aspx
24/06/2022 15:43:17;Scenario Textual;Pasta;5;72;26;26;6;True;A;4;http://allrecipes.com/recipe/pasta-primavera-with-smoked-gouda/detail.aspx;;http://allrecipes.com/recipe/shannons-smoky-macaroni-and-cheese/detail.aspx;http://allrecipes.com/recipe/spaghetti-with-bacon/detail.aspx;http://allrecipes.com/recipe/penne-pasta-with-peas-and-prosciutto/detail.aspx;http://allrecipes.com/recipe/fettuccini-alfredo-i/detail.aspx;http://allrecipes.com/recipe/greek-god-pasta/detail.aspx;3;5;http://allrecipes.com/recipe/mexican-style-spaghetti-and-meatballs/detail.aspx,http://allrecipes.com/recipe/turkey-macaroni-salad/detail.aspx,http://allrecipes.com/recipe/shannons-smoky-macaroni-and-cheese/detail.aspx,http://allrecipes.com/recipe/spaghetti-with-bacon/detail.aspx,http://allrecipes.com/recipe/penne-pasta-with-peas-and-prosciutto/detail.aspx,http://allrecipes.com/recipe/linguine-with-fresh-sage-caper-sauce/detail.aspx,http://allrecipes.com/recipe/fettuccini-alfredo-i/detail.aspx,http://allrecipes.com/recipe/greek-god-pasta/detail.aspx;http://allrecipes.com/recipe/bacon-spaghetti/detail.aspx - http://allrecipes.com/recipe/pasta-primavera-with-smoked-gouda/detail.aspx;http://allrecipes.com/recipe/bacon-spaghetti/detail.aspx
