0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36134,0.00000,0.42638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18513,0.00000,0.00000,0.47253,0.00000,0.20402,0.00000,0.25016,0.33662,0.00000,0.18513,0.00000,0.00000,0.00000,0.16040,0.00000,0.00000,0.39059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39241,0.00000,0.00000,0.00000,0.32436,0.00000,0.00000,0.00000,0.15374,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20775,0.00000,0.00000,0.15374,0.00000,0.00000,0.39241,0.13320,0.00000,0.35409,0.00000,0.39241,0.00000,0.00000,0.00000,0.44642,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32053,0.00000,0.00000,0.17628,0.00000,0.00000,0.00000,0.00000,0.19427,0.00000,0.00000,0.32053,0.00000,0.17628,0.00000,0.00000,0.00000,0.15274,0.00000,0.40600,0.00000,0.00000,0.28215,0.00000,0.51187,0.00000,0.00000,0.40600
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52069,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.56283,0.00000,0.00000,0.00000,0.26676,0.00000,0.00000,0.00000,0.00000,0.29398,0.00000,0.36048,0.00000,0.00000,0.26676,0.00000,0.00000,0.00000,0.23113,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.31703,0.28607,0.00000,0.00000,0.00000,0.31703,0.00000,0.00000,0.00000,0.00000,0.00000,0.28607,0.26205,0.00000,0.22584,0.31703,0.00000,0.12420,0.00000,0.00000,0.00000,0.00000,0.13688,0.21147,0.16784,0.22584,0.28607,0.00000,0.00000,0.00000,0.00000,0.10762,0.00000,0.00000,0.00000,0.00000,0.00000,0.28607,0.00000,0.00000,0.00000,0.28607
0.00000,0.00000,0.00000,0.00000,0.36434,0.00000,0.45934,0.45934,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36434,0.33376,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26934,0.21376,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13706,0.00000,0.00000,0.00000,0.00000,0.25319,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41139,0.45592,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17862,0.00000,0.51867,0.00000,0.00000,0.00000,0.00000,0.24137,0.00000,0.00000,0.17862,0.00000,0.00000,0.45592,0.15476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.33719,0.00000,0.00000,0.00000,0.00000,0.00000,0.42512,0.00000,0.00000,0.00000,0.33719,0.30889,0.00000,0.00000,0.00000,0.00000,0.14640,0.00000,0.00000,0.00000,0.00000,0.16134,0.24927,0.00000,0.00000,0.00000,0.14640,0.42512,0.00000,0.00000,0.12685,0.00000,0.00000,0.00000,0.00000,0.23433,0.33719,0.00000,0.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41555,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29603,0.41555,0.37497,0.16281,0.00000,0.00000,0.00000,0.00000,0.00000,0.27720,0.22000,0.29603,0.00000,0.16281,0.00000,0.00000,0.00000,0.14106,0.00000,0.00000,0.00000,0.00000,0.00000,0.37497,0.00000,0.00000,0.00000,0.00000
0.47579,0.00000,0.47579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.41823,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18058,0.00000,0.22142,0.00000,0.00000,0.16385,0.00000,0.00000,0.00000,0.14197,0.00000,0.00000,0.00000,0.41823,0.26226,0.00000,0.00000,0.00000,0.00000,0.00000
