http://allrecipes.com/recipe/fresh-spring-rolls/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/00/85/49/854996.jpg;Fresh Spring Rolls;25;cabbage,shrimp,sweet sauce,sour sauce,celery,carrot,rice;20;1.8g;3.9g;0.2g;0.2g;0.3g;0.1g;29.5mg;4;423.154;21;8.50754098980513;18.433005477911117;0.94528233220057;0.94528233220057;1.417923498300855;0.472641166100285;139.42914399958408;0.07493;0.3541500257589435;494.7135085571683;B;5;Labels_MMCIS/Snack-21-Fresh Spring Rolls.jpeg;3.909090909090909;11;images/good_images/Snack-21-Fresh Spring Rolls-good.jpg;images/bad_images/Snack-21-Fresh Spring Rolls-bad.jpg
http://allrecipes.com/recipe/fruit-skewers-with-apple-cinnamon-dipping-sauce/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/01/87/43/1874336.jpg;Fruit Skewers with Apple Cinnamon Dipping Sauce;117;applesauce,almond,yogurt,cinnamon,grape,strawberry,apple,pineapple;4;2.5g;26.2g;2.6g;22.7g;1.3g;0.7g;8.6mg;4;801.9266207999999;200;1.2469968873241826;13.068527379157434;1.2968767628171498;11.322731736903577;0.6484383814085749;0.34915912845077113;4.289669292395188;0.021844;0.010895760002683776;244.33936337532793;B;5;Labels_MMCIS/Snack-22-Fruit Skewers with Apple Cinnamon Dipping Sauce.jpeg;0;0;images/good_images/Snack-22-Fruit Skewers with Apple Cinnamon Dipping Sauce-good.jpg;images/bad_images/Snack-22-Fruit Skewers with Apple Cinnamon Dipping Sauce-bad.jpg
http://allrecipes.com/recipe/honey-pumpkin-seeds/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/01/06/97/1069703.jpg;Honey Pumpkin Seeds;148;butter,honey,sugar,pumpkin seed,salt;16;3g;22.1g;0.6g;13.5g;6g;2.4g;60.5mg;5;560.88656;35;8.557880224478904;63.04305098699459;1.7115760448957806;38.51046101015506;17.115760448957808;6.8463041795831225;172.58391786032453;0.15367;0.43836315136522436;1767.619890909848;E;10;Labels_MMCIS/Snack-23-Honey Pumpkin Seeds.jpeg;5;2;images/good_images/Snack-23-Honey Pumpkin Seeds-good.jpg;images/bad_images/Snack-23-Honey Pumpkin Seeds-bad.jpg
http://allrecipes.com/recipe/just-garlic-toast/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/01/00/37/1003704.jpg;Just Garlic Toast;171;baguette,garlic;4;7g;33.5g;1.5g;1.5g;1.1g;0.3g;369.6mg;4;245;61;11.428571428571429;54.69387755102041;2.4489795918367347;2.4489795918367347;1.795918367346939;0.4897959183673469;603.4285714285714;0.9387840000000001;1.5327085714285713;1168.8862040816327;C;6;Labels_MMCIS/Snack-24-Just Garlic Toast.jpeg;5;1;images/good_images/Snack-24-Just Garlic Toast-good.jpg;images/bad_images/Snack-24-Just Garlic Toast-bad.jpg
http://allrecipes.com/recipe/mango-papaya-salsa/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/00/01/50/15081.jpg;Mango Papaya Salsa;77;salt,pepper,mango,papaya,red pepper,avocado,onion,cilantro,balsamic vinegar;8;1.1g;11g;3.1g;6.8g;3.9g;0.6g;5.3mg;5;822.75;103;1.0695837131570953;10.69583713157095;3.0142813734427225;6.611972044971133;3.7921604375569737;0.5834092980856882;5.153448799756913;0.013462;0.013089759951382559;313.4693163172288;A;6;Labels_MMCIS/Snack-25-Mango Papaya Salsa.jpeg;4.647058823529412;17;images/good_images/Snack-25-Mango Papaya Salsa-good.jpg;images/bad_images/Snack-25-Mango Papaya Salsa-bad.jpg
http://allrecipes.com/recipe/pork-dumplings/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/00/70/48/704866.jpg;Pork Dumplings;752;cabbage,egg,sesame oil,soy sauce,green onion,garlic,ginger,pork;10;39.2g;81.1g;3.4g;1.2g;28.8g;8.7g;1448.8mg;5;2158.8999999999996;216;18.15739496966048;37.56542683774145;1.5748760943072864;0.5558386215202187;13.34012691648525;4.0298300060215855;671.0824957154107;3.6799519999999997;1.704549539117143;1458.3693547640003;D;8;Labels_MMCIS/Snack-26-Pork Dumplings.jpeg;4.612903225806452;62;images/good_images/Snack-26-Pork Dumplings-good.jpg;images/bad_images/Snack-26-Pork Dumplings-bad.jpg
http://allrecipes.com/recipe/rosemary-roasted-cashews/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/00/81/95/819552.jpg?fix=39;Rosemary Roasted Cashews;212;cayenne pepper,salt,cashew,rosemary,sugar,margarine;10;5.3g;12.7g;1.1g;3.1g;17g;3.3g;808.1mg;6;388.82828;39;13.630695791983031;32.662233312865;2.8290123341851574;7.972671123612717;43.721099710134254;8.487037002555473;2078.295333868205;2.0525740000000003;5.278870148025241;2282.7598856749823;E;11;Labels_MMCIS/Snack-27-Rosemary Roasted Cashews.jpeg;5;4;images/good_images/Snack-27-Rosemary Roasted Cashews-good.jpg;images/bad_images/Snack-27-Rosemary Roasted Cashews-bad.jpg
http://allrecipes.com/recipe/spam-fries-with-spicy-garlic-sriracha-dipping-sauce/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/01/13/02/1130222.jpg;SPAM® Fries with Spicy Garlic Sriracha Dipping Sauce;562;meat,vegetable oil,sriracha sauce,salt,mayonnaise,garlic,paprika,ketchup;8;11.6g;4.3g;0.1g;0.7g;56g;13.1g;1420.2mg;6;1815.540417;227;5.111425729279151;1.8947526410258926;0.04406401490757889;0.30844810435305225;24.67584834824418;5.772385952892836;625.7971397174356;3.607308;1.5895247348822863;1036.8181629965884;D;10;Labels_MMCIS/Snack-28-SPAM® Fries with Spicy Garlic Sriracha Dipping Sauce.jpeg;5;1;images/good_images/Snack-28-SPAM® Fries with Spicy Garlic Sriracha Dipping Sauce-good.jpg;images/bad_images/Snack-28-SPAM® Fries with Spicy Garlic Sriracha Dipping Sauce-bad.jpg
http://allrecipes.com/recipe/stuffed-sourdough-loaf/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/02/02/01/2020156.jpg;Stuffed Sourdough Loaf;239;butter,bread,garlic,cheese,cream cheese,green onion,Cheddar cheese,artichoke,Parmesan cheese;24;11g;14.1g;1.4g;0.7g;15.7g;9.8g;502mg;5;2078.5;87;12.701467404378157;16.280971854702912;1.6165503969208561;0.8082751984604281;18.128458022612456;11.315852778445995;579.6487851816213;1.27508;1.4723079143613182;1155.4238537406784;D;9;Labels_MMCIS/Snack-29-Stuffed Sourdough Loaf.jpeg;4.25;4;images/good_images/Snack-29-Stuffed Sourdough Loaf-good.jpg;images/bad_images/Snack-29-Stuffed Sourdough Loaf-bad.jpg
http://allrecipes.com/recipe/the-best-sweet-and-sour-pork-meatballs/detail.aspx;Snack;http://images.media-allrecipes.com/userphotos/250x250/00/47/06/470680.jpg;The Best Sweet and Sour Pork Meatballs;288;egg,soy sauce,green onion,chestnut,sausage,bread,Sweet sauce,Sour Sauce,sugar,cornstarch,vinegar,pineapple juice,ketchup,garlic;30;12.7g;25g;1.3g;12.9g;15.3g;5.3g;1056.4mg;5;5000.153333;167;7.619766327673935;14.999540015106172;0.7799760807855209;7.739762647794785;9.179718489244978;3.1799024832025085;633.8205628783263;2.683256;1.6099042297109492;723.4568540380399;D;9;Labels_MMCIS/Snack-30-The Best Sweet and Sour Pork Meatballs.jpeg;3.3333333333333335;3;images/good_images/Snack-30-The Best Sweet and Sour Pork Meatballs-good.jpg;images/bad_images/Snack-30-The Best Sweet and Sour Pork Meatballs-bad.jpg
